Duration,Protocol,Service,Flag,Scr_bytes,Dts_bytes,Time,Source,Destination,Length,Info
0,2,0,0,86,0,58.427669,fe80::c2ea:e4ff:fe1b:3a38,fe80::1c40:4983:1cea:1e20,86,"Neighbor Advertisement fe80::c2ea:e4ff:fe1b:3a38 (rtr, sol, ovr) is at c0:ea:e4:1b:3a:38"
0,3,0,0,46,0,58.814329,10.10.10.92,224.0.0.251,46,Membership Report group 224.0.0.251
0,1,0,0,124,0,58.81482,10.10.10.92,224.0.0.251,124,"Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question"
0,1,0,0,144,0,58.822217,fe80::104c:d4eb:b572:29cb,ff02::fb,144,"Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question"
0,1,0,0,431,0,59.022091,10.10.10.118,239.255.255.250,431,NOTIFY * HTTP/1.1 
0,1,0,0,440,0,59.022591,10.10.10.118,239.255.255.250,440,NOTIFY * HTTP/1.1 
0,1,0,0,483,0,59.02296,10.10.10.118,239.255.255.250,483,NOTIFY * HTTP/1.1 
0,1,0,0,511,0,59.123587,10.10.10.118,239.255.255.250,511,NOTIFY * HTTP/1.1 
0,1,0,0,431,0,59.130517,10.10.10.118,239.255.255.250,431,NOTIFY * HTTP/1.1 
0,1,0,0,440,0,59.130517,10.10.10.118,239.255.255.250,440,NOTIFY * HTTP/1.1 
0,1,0,0,483,0,59.130517,10.10.10.118,239.255.255.250,483,NOTIFY * HTTP/1.1 
0,1,0,0,497,0,59.130517,10.10.10.118,239.255.255.250,497,NOTIFY * HTTP/1.1 
0,1,0,0,497,0,59.130517,10.10.10.118,239.255.255.250,497,NOTIFY * HTTP/1.1 
0,1,0,0,495,0,59.130517,10.10.10.118,239.255.255.250,495,NOTIFY * HTTP/1.1 
0,1,0,0,718,0,59.395293,fe80::1c40:4983:1cea:1e20,ff02::c,718,52963  >  3702 Len=656
0,1,0,0,698,0,59.395847,10.10.10.10,239.255.255.250,698,52962  >  3702 Len=656
0,1,0,0,698,0,59.520449,10.10.10.10,239.255.255.250,698,52962  >  3702 Len=656
0,1,0,0,718,0,59.55192,fe80::1c40:4983:1cea:1e20,ff02::c,718,52963  >  3702 Len=656
0,1,0,0,698,0,59.756332,10.10.10.10,239.255.255.250,698,52962  >  3702 Len=656
0,1,0,0,159,0,59.838145,10.10.10.92,224.0.0.251,159,"Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR MacBook Pro de Cesar._companion-link._tcp.local"
0,1,0,0,179,0,59.838145,fe80::104c:d4eb:b572:29cb,ff02::fb,179,"Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR MacBook Pro de Cesar._companion-link._tcp.local"
0,1,0,0,718,0,59.850287,fe80::1c40:4983:1cea:1e20,ff02::c,718,52963  >  3702 Len=656
0,0,0,0,123,0,59.99242,10.10.10.10,31.13.89.53,123,Application Data
0,0,0,0,0,60,60.009427,31.13.89.53,10.10.10.10,60,443  >  54790 [ACK] Seq=1058 Ack=497 Win=314 Len=0
0,0,0,0,0,125,60.062919,31.13.89.53,10.10.10.10,125,Application Data
0,0,0,0,54,0,60.117243,10.10.10.10,31.13.89.53,54,54790  >  443 [ACK] Seq=497 Ack=1129 Win=256 Len=0
0,1,0,0,431,0,60.146231,10.10.10.118,239.255.255.250,431,NOTIFY * HTTP/1.1 
0,1,0,0,440,0,60.146725,10.10.10.118,239.255.255.250,440,NOTIFY * HTTP/1.1 
0,1,0,0,483,0,60.153161,10.10.10.118,239.255.255.250,483,NOTIFY * HTTP/1.1 
0,1,0,0,511,0,60.153161,10.10.10.118,239.255.255.250,511,NOTIFY * HTTP/1.1 
0,1,0,0,698,0,60.227356,10.10.10.10,239.255.255.250,698,52962  >  3702 Len=656
0,1,0,0,497,0,60.247059,10.10.10.118,239.255.255.250,497,NOTIFY * HTTP/1.1 
0,1,0,0,495,0,60.257406,10.10.10.118,239.255.255.250,495,NOTIFY * HTTP/1.1 
1,1,0,0,718,0,60.446824,fe80::1c40:4983:1cea:1e20,ff02::c,718,52963  >  3702 Len=656
0,1,0,0,698,0,61.152896,10.10.10.10,239.255.255.250,698,52962  >  3702 Len=656
0,1,0,0,431,0,61.578252,10.10.10.118,239.255.255.250,431,NOTIFY * HTTP/1.1 
0,1,0,0,440,0,61.578636,10.10.10.118,239.255.255.250,440,NOTIFY * HTTP/1.1 
0,1,0,0,483,0,61.588851,10.10.10.118,239.255.255.250,483,NOTIFY * HTTP/1.1 
0,1,0,0,511,0,61.588851,10.10.10.118,239.255.255.250,511,NOTIFY * HTTP/1.1 
0,1,0,0,431,0,61.588851,10.10.10.118,239.255.255.250,431,NOTIFY * HTTP/1.1 
0,1,0,0,440,0,61.588851,10.10.10.118,239.255.255.250,440,NOTIFY * HTTP/1.1 
0,1,0,0,483,0,61.588851,10.10.10.118,239.255.255.250,483,NOTIFY * HTTP/1.1 
0,1,0,0,497,0,61.588851,10.10.10.118,239.255.255.250,497,NOTIFY * HTTP/1.1 
0,1,0,0,718,0,61.653704,fe80::1c40:4983:1cea:1e20,ff02::c,718,52963  >  3702 Len=656
0,1,0,0,511,0,61.681344,10.10.10.118,239.255.255.250,511,NOTIFY * HTTP/1.1 
0,1,0,0,495,0,61.681921,10.10.10.118,239.255.255.250,495,NOTIFY * HTTP/1.1 
0,1,0,0,497,0,61.681921,10.10.10.118,239.255.255.250,497,NOTIFY * HTTP/1.1 
1,1,0,0,495,0,61.686069,10.10.10.118,239.255.255.250,495,NOTIFY * HTTP/1.1 
0,1,0,0,387,0,62.406732,10.10.10.251,10.10.10.255,387,36075  >  60000 Len=345
0,3,0,0,42,0,62.541222,Intel_1e:c4:27,Broadcast,42,Who has 10.10.10.254? Tell 10.10.10.10
0,3,0,0,60,0,62.55658,Sonicwall_1b:3a:38,Intel_1e:c4:27,60,10.10.10.254 is at c0:ea:e4:1b:3a:38
0,2,0,0,86,0,62.562965,fe80::1c40:4983:1cea:1e20,ff02::1:ff1b:3a38,86,Neighbor Solicitation for fe80::c2ea:e4ff:fe1b:3a38 from 60:dd:8e:1e:c4:27
0,2,0,0,86,0,62.56429,fe80::c2ea:e4ff:fe1b:3a38,fe80::1c40:4983:1cea:1e20,86,"Neighbor Advertisement fe80::c2ea:e4ff:fe1b:3a38 (rtr, sol, ovr) is at c0:ea:e4:1b:3a:38"
0,1,0,0,431,0,62.607327,10.10.10.118,239.255.255.250,431,NOTIFY * HTTP/1.1 
0,1,0,0,440,0,62.607327,10.10.10.118,239.255.255.250,440,NOTIFY * HTTP/1.1 
0,1,0,0,483,0,62.607327,10.10.10.118,239.255.255.250,483,NOTIFY * HTTP/1.1 
0,1,0,0,511,0,62.704901,10.10.10.118,239.255.255.250,511,NOTIFY * HTTP/1.1 
0,1,0,0,497,0,62.705258,10.10.10.118,239.255.255.250,497,NOTIFY * HTTP/1.1 
0,1,0,0,495,0,62.807041,10.10.10.118,239.255.255.250,495,NOTIFY * HTTP/1.1 
0,1,0,0,159,0,62.815712,10.10.10.92,224.0.0.251,159,"Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR MacBook Pro de Cesar._companion-link._tcp.local"
0,1,0,0,179,0,62.815712,fe80::104c:d4eb:b572:29cb,ff02::fb,179,"Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR MacBook Pro de Cesar._companion-link._tcp.local"
0,1,0,0,698,0,62.986932,10.10.10.10,239.255.255.250,698,52962  >  3702 Len=656
0,1,0,0,307,0,63.21689,10.10.10.251,239.255.255.250,307,NOTIFY * HTTP/1.1 
0,1,0,0,307,0,63.217346,10.10.10.251,239.255.255.250,307,NOTIFY * HTTP/1.1 
0,1,0,0,307,0,63.217346,10.10.10.251,239.255.255.250,307,NOTIFY * HTTP/1.1 
1,1,0,0,718,0,63.662026,fe80::1c40:4983:1cea:1e20,ff02::c,718,52963  >  3702 Len=656
0,1,0,0,431,0,64.343681,10.10.10.118,239.255.255.250,431,NOTIFY * HTTP/1.1 
0,1,0,0,440,0,64.344166,10.10.10.118,239.255.255.250,440,NOTIFY * HTTP/1.1 
0,1,0,0,483,0,64.344441,10.10.10.118,239.255.255.250,483,NOTIFY * HTTP/1.1 
0,1,0,0,511,0,64.350085,10.10.10.118,239.255.255.250,511,NOTIFY * HTTP/1.1 
0,1,0,0,497,0,64.350085,10.10.10.118,239.255.255.250,497,NOTIFY * HTTP/1.1 
0,1,0,0,495,0,64.350085,10.10.10.118,239.255.255.250,495,NOTIFY * HTTP/1.1 
0,0,0,0,112,0,64.633397,10.10.10.10,52.112.107.137,112,Application Data
0,0,0,0,0,101,64.681475,52.112.107.137,10.10.10.10,101,Application Data
0,0,0,0,54,0,64.72851,10.10.10.10,52.112.107.137,54,54640  >  443 [ACK] Seq=117 Ack=95 Win=510 Len=0
1,1,0,0,698,0,64.993705,10.10.10.10,239.255.255.250,698,52962  >  3702 Len=656
1,1,0,0,718,0,65.667936,fe80::1c40:4983:1cea:1e20,ff02::c,718,52963  >  3702 Len=656
0,1,0,0,431,0,66.59851,10.10.10.118,239.255.255.250,431,NOTIFY * HTTP/1.1 
0,1,0,0,440,0,66.606215,10.10.10.118,239.255.255.250,440,NOTIFY * HTTP/1.1 
0,1,0,0,483,0,66.606215,10.10.10.118,239.255.255.250,483,NOTIFY * HTTP/1.1 
0,1,0,0,511,0,66.606215,10.10.10.118,239.255.255.250,511,NOTIFY * HTTP/1.1 
0,1,0,0,497,0,66.606215,10.10.10.118,239.255.255.250,497,NOTIFY * HTTP/1.1 
0,0,0,0,97,0,66.843683,10.10.10.10,20.7.2.167,97,Application Data
0,0,0,0,0,228,66.937572,20.7.2.167,10.10.10.10,228,Application Data
1,0,0,0,54,0,66.985577,10.10.10.10,20.7.2.167,54,54666  >  443 [ACK] Seq=87 Ack=349 Win=508 Len=0
0,3,0,0,367,0,67.621498,RuckusWirele_0a:34:c0,Broadcast,367,Ethernet II
1,1,0,0,387,0,67.622388,10.10.10.251,10.10.10.255,387,36075  >  60000 Len=345
0,3,0,0,42,0,68.579679,Intel_1e:c4:27,Broadcast,42,Who has 10.10.10.254? Tell 10.10.10.10
0,3,0,0,60,0,68.584121,Sonicwall_1b:3a:38,Intel_1e:c4:27,60,10.10.10.254 is at c0:ea:e4:1b:3a:38
0,2,0,0,86,0,68.585011,fe80::1c40:4983:1cea:1e20,ff02::1:ff1b:3a38,86,Neighbor Solicitation for fe80::c2ea:e4ff:fe1b:3a38 from 60:dd:8e:1e:c4:27
0,2,0,0,86,0,68.658072,fe80::c2ea:e4ff:fe1b:3a38,fe80::1c40:4983:1cea:1e20,86,"Neighbor Advertisement fe80::c2ea:e4ff:fe1b:3a38 (rtr, sol, ovr) is at c0:ea:e4:1b:3a:38"
0,0,0,0,332,0,69.015393,31.13.89.53,10.10.10.10,332,Application Data
0,0,0,0,0,54,69.070624,10.10.10.10,31.13.89.53,54,54790  >  443 [ACK] Seq=497 Ack=1407 Win=261 Len=0
0,0,0,0,0,126,69.088442,10.10.10.10,31.13.89.53,126,Application Data
2,0,0,0,60,0,69.108526,31.13.89.53,10.10.10.10,60,443  >  54790 [ACK] Seq=1407 Ack=569 Win=314 Len=0
0,1,0,0,152,0,71.316428,10.10.10.81,224.0.0.251,152,Standard query response 0x0000 PTR 7DC51405-CE86-4DB9-BF45-C8DF27743614._asquic._udp.local OPT
1,1,0,0,172,0,71.316428,fe80::4e4:4f63:b29c:15ea,ff02::fb,172,Standard query response 0x0000 PTR 7DC51405-CE86-4DB9-BF45-C8DF27743614._asquic._udp.local OPT
0,3,0,0,42,0,72.622249,Intel_1e:c4:27,Broadcast,42,Who has 10.10.10.254? Tell 10.10.10.10
0,3,0,0,60,0,72.623847,Sonicwall_1b:3a:38,Intel_1e:c4:27,60,10.10.10.254 is at c0:ea:e4:1b:3a:38
0,2,0,0,86,0,72.629507,fe80::1c40:4983:1cea:1e20,ff02::1:ff1b:3a38,86,Neighbor Solicitation for fe80::c2ea:e4ff:fe1b:3a38 from 60:dd:8e:1e:c4:27
0,2,0,0,86,0,72.631836,fe80::c2ea:e4ff:fe1b:3a38,fe80::1c40:4983:1cea:1e20,86,"Neighbor Advertisement fe80::c2ea:e4ff:fe1b:3a38 (rtr, sol, ovr) is at c0:ea:e4:1b:3a:38"
0,1,0,0,387,0,72.639513,10.10.10.251,10.10.10.255,387,36075  >  60000 Len=345
0,1,0,0,431,0,73.058209,10.10.10.118,239.255.255.250,431,NOTIFY * HTTP/1.1 
0,1,0,0,440,0,73.058209,10.10.10.118,239.255.255.250,440,NOTIFY * HTTP/1.1 
0,1,0,0,483,0,73.058209,10.10.10.118,239.255.255.250,483,NOTIFY * HTTP/1.1 
0,1,0,0,511,0,73.151103,10.10.10.118,239.255.255.250,511,NOTIFY * HTTP/1.1 
0,1,0,0,497,0,73.151569,10.10.10.118,239.255.255.250,497,NOTIFY * HTTP/1.1 
0,1,0,0,495,0,73.263694,10.10.10.118,239.255.255.250,495,NOTIFY * HTTP/1.1 
0,1,0,0,152,0,73.263694,10.10.10.81,224.0.0.251,152,Standard query response 0x0000 PTR 7DC51405-CE86-4DB9-BF45-C8DF27743614._asquic._udp.local OPT
0,1,0,0,172,0,73.263694,fe80::4e4:4f63:b29c:15ea,ff02::fb,172,Standard query response 0x0000 PTR 7DC51405-CE86-4DB9-BF45-C8DF27743614._asquic._udp.local OPT
0,2,0,0,86,0,73.667481,fe80::c2ea:e4ff:fe1b:3a38,fe80::1c40:4983:1cea:1e20,86,Neighbor Solicitation for fe80::1c40:4983:1cea:1e20 from c0:ea:e4:1b:3a:38
0,2,0,0,0,86,73.667825,fe80::1c40:4983:1cea:1e20,fe80::c2ea:e4ff:fe1b:3a38,86,"Neighbor Advertisement fe80::1c40:4983:1cea:1e20 (sol, ovr) is at 60:dd:8e:1e:c4:27"
0,1,0,0,217,0,74.072812,10.10.10.118,239.255.255.250,217,M-SEARCH * HTTP/1.1 
0,1,0,0,216,0,74.173585,10.10.10.118,239.255.255.250,216,M-SEARCH * HTTP/1.1 
0,3,0,0,216,0,74.236109,10.10.10.10,10.10.10.255,216,"Dropbox LAN sync Discovery Protocol, JSON"
0,1,0,0,218,0,74.591278,10.10.10.81,239.255.255.250,218,M-SEARCH * HTTP/1.1 
0,0,0,0,234,0,74.80951,162.125.21.3,10.10.10.10,234,Application Data
0,0,0,0,0,134,74.814517,10.10.10.10,162.125.21.3,134,Application Data
0,0,0,0,0,1466,74.814718,10.10.10.10,162.125.21.3,1466,55011  >  443 [ACK] Seq=4454 Ack=389 Win=130816 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,0,1466,74.814718,10.10.10.10,162.125.21.3,1466,55011  >  443 [ACK] Seq=5866 Ack=389 Win=130816 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,0,686,74.814718,10.10.10.10,162.125.21.3,686,Application Data
0,0,0,0,60,0,74.986331,162.125.21.3,10.10.10.10,60,443  >  55011 [ACK] Seq=389 Ack=4454 Win=66560 Len=0
0,0,0,0,60,0,74.986331,162.125.21.3,10.10.10.10,60,443  >  55011 [ACK] Seq=389 Ack=5866 Win=65536 Len=0
0,0,0,0,66,0,74.986331,162.125.21.3,10.10.10.10,66,[TCP Dup ACK 595#1] 443  >  55011 [ACK] Seq=389 Ack=5866 Win=65536 Len=0 SLE=7278 SRE=7910
0,0,0,0,60,0,74.986331,162.125.21.3,10.10.10.10,60,443  >  55011 [ACK] Seq=389 Ack=7910 Win=64000 Len=0
0,3,0,0,60,0,75.098199,Sonicwall_1b:3a:38,Broadcast,60,Who has 10.10.10.9? Tell 10.10.10.254
0,1,0,0,217,0,75.10795,10.10.10.118,239.255.255.250,217,M-SEARCH * HTTP/1.1 
0,3,0,0,60,0,75.10795,Sonicwall_1b:3a:38,Broadcast,60,Who has 10.10.10.9? Tell 10.10.10.254
0,1,0,0,431,0,75.10795,10.10.10.118,239.255.255.250,431,NOTIFY * HTTP/1.1 
0,1,0,0,440,0,75.10795,10.10.10.118,239.255.255.250,440,NOTIFY * HTTP/1.1 
0,1,0,0,483,0,75.10795,10.10.10.118,239.255.255.250,483,NOTIFY * HTTP/1.1 
0,1,0,0,511,0,75.10795,10.10.10.118,239.255.255.250,511,NOTIFY * HTTP/1.1 
0,3,0,0,60,0,75.10795,Sonicwall_1b:3a:38,Broadcast,60,Who has 10.10.10.9? Tell 10.10.10.254
0,1,0,0,216,0,75.10795,10.10.10.118,239.255.255.250,216,M-SEARCH * HTTP/1.1 
0,1,0,0,497,0,75.207731,10.10.10.118,239.255.255.250,497,NOTIFY * HTTP/1.1 
0,1,0,0,495,0,75.207731,10.10.10.118,239.255.255.250,495,NOTIFY * HTTP/1.1 
0,1,0,0,152,0,75.302512,10.10.10.81,224.0.0.251,152,Standard query response 0x0000 PTR 7DC51405-CE86-4DB9-BF45-C8DF27743614._asquic._udp.local OPT
0,1,0,0,172,0,75.302512,fe80::4e4:4f63:b29c:15ea,ff02::fb,172,Standard query response 0x0000 PTR 7DC51405-CE86-4DB9-BF45-C8DF27743614._asquic._udp.local OPT
0,1,0,0,431,0,75.618504,10.10.10.118,239.255.255.250,431,NOTIFY * HTTP/1.1 
0,1,0,0,440,0,75.618504,10.10.10.118,239.255.255.250,440,NOTIFY * HTTP/1.1 
0,1,0,0,483,0,75.618504,10.10.10.118,239.255.255.250,483,NOTIFY * HTTP/1.1 
0,1,0,0,218,0,75.618504,10.10.10.81,239.255.255.250,218,M-SEARCH * HTTP/1.1 
0,0,0,0,78,0,75.689354,10.10.10.10,188.172.214.47,78,"54656  >  5938 [PSH, ACK] Seq=49 Ack=25 Win=510 Len=24"
0,0,0,0,0,60,75.745085,188.172.214.47,10.10.10.10,60,5938  >  54656 [ACK] Seq=25 Ack=73 Win=878 Len=0
0,0,0,0,0,78,75.745085,188.172.214.47,10.10.10.10,78,"5938  >  54656 [PSH, ACK] Seq=25 Ack=73 Win=878 Len=24"
0,0,0,0,54,0,75.79874,10.10.10.10,188.172.214.47,54,54656  >  5938 [ACK] Seq=73 Ack=49 Win=510 Len=0
0,1,0,0,497,0,75.820564,10.10.10.118,239.255.255.250,497,NOTIFY * HTTP/1.1 
0,1,0,0,495,0,75.820564,10.10.10.118,239.255.255.250,495,NOTIFY * HTTP/1.1 
0,1,0,0,217,0,76.119339,10.10.10.118,239.255.255.250,217,M-SEARCH * HTTP/1.1 
0,1,0,0,216,0,76.119876,10.10.10.118,239.255.255.250,216,M-SEARCH * HTTP/1.1 
0,1,0,0,152,0,76.333365,10.10.10.81,224.0.0.251,152,Standard query response 0x0000 PTR 7DC51405-CE86-4DB9-BF45-C8DF27743614._asquic._udp.local OPT
0,1,0,0,172,0,76.333365,fe80::4e4:4f63:b29c:15ea,ff02::fb,172,Standard query response 0x0000 PTR 7DC51405-CE86-4DB9-BF45-C8DF27743614._asquic._udp.local OPT
0,1,0,0,218,0,76.735521,10.10.10.81,239.255.255.250,218,M-SEARCH * HTTP/1.1 
0,1,0,0,217,0,77.143698,10.10.10.118,239.255.255.250,217,M-SEARCH * HTTP/1.1 
0,1,0,0,216,0,77.143698,10.10.10.118,239.255.255.250,216,M-SEARCH * HTTP/1.1 
0,3,0,0,367,0,77.562442,RuckusWirele_0a:34:c0,Broadcast,367,Ethernet II
0,1,0,0,387,0,77.562442,10.10.10.251,10.10.10.255,387,36075  >  60000 Len=345
0,1,0,0,431,0,77.562442,10.10.10.118,239.255.255.250,431,NOTIFY * HTTP/1.1 
0,1,0,0,440,0,77.562442,10.10.10.118,239.255.255.250,440,NOTIFY * HTTP/1.1 
0,1,0,0,483,0,77.562442,10.10.10.118,239.255.255.250,483,NOTIFY * HTTP/1.1 
0,1,0,0,218,0,77.663415,10.10.10.81,239.255.255.250,218,M-SEARCH * HTTP/1.1 
0,1,0,0,511,0,77.663415,10.10.10.118,239.255.255.250,511,NOTIFY * HTTP/1.1 
0,1,0,0,495,0,77.860017,10.10.10.118,239.255.255.250,495,NOTIFY * HTTP/1.1 
0,0,0,0,123,0,77.996519,10.10.10.10,31.13.89.53,123,Application Data
0,0,0,0,0,60,78.10436,31.13.89.53,10.10.10.10,60,443  >  54790 [ACK] Seq=1407 Ack=638 Win=314 Len=0
0,0,0,0,0,125,78.163014,31.13.89.53,10.10.10.10,125,Application Data
0,0,0,0,54,0,78.21488,10.10.10.10,31.13.89.53,54,54790  >  443 [ACK] Seq=638 Ack=1478 Win=260 Len=0
0,0,0,0,0,125,78.453042,31.13.89.53,10.10.10.10,125,"[TCP Spurious Retransmission] 443  >  54790 [PSH, ACK] Seq=1407 Ack=638 Win=314 Len=71"
0,0,0,0,66,0,78.453305,10.10.10.10,31.13.89.53,66,[TCP Dup ACK 639#1] 54790  >  443 [ACK] Seq=638 Ack=1478 Win=260 Len=0 SLE=1407 SRE=1478
1,0,0,0,54,0,78.707634,10.10.10.10,104.215.78.13,54,"55009  >  443 [RST, ACK] Seq=1 Ack=759 Win=0 Len=0"
0,1,0,0,405,0,79.717094,10.10.10.81,224.0.0.251,405,"Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _airport._tcp.local, ""QM"" question PTR _uscans._tcp.local, ""QM"" question PTR _uscan._tcp.local, ""QM"" question PTR _ippusb._tcp.local, ""QM"" question PTR _scanner._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question PTR _ipps._tcp.local, ""QM"" question PTR _printer._tcp.local, ""QM"" question PTR _pdl-datastream._tcp.local, ""QM"" question PTR _ptp._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _rfb._tcp.local, ""QM"" question PTR _adisk._tcp.local, ""QM"" question PTR _apple-mobdev._tcp.local, ""QM"" question PTR 902207e2._sub._apple-mobdev2._tcp.local, ""QM"" question PTR _apple-pairable._tcp.local, ""QM"" question OPT"
1,1,0,0,425,0,79.717094,fe80::4e4:4f63:b29c:15ea,ff02::fb,425,"Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _airport._tcp.local, ""QM"" question PTR _uscans._tcp.local, ""QM"" question PTR _uscan._tcp.local, ""QM"" question PTR _ippusb._tcp.local, ""QM"" question PTR _scanner._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question PTR _ipps._tcp.local, ""QM"" question PTR _printer._tcp.local, ""QM"" question PTR _pdl-datastream._tcp.local, ""QM"" question PTR _ptp._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _rfb._tcp.local, ""QM"" question PTR _adisk._tcp.local, ""QM"" question PTR _apple-mobdev._tcp.local, ""QM"" question PTR 902207e2._sub._apple-mobdev2._tcp.local, ""QM"" question PTR _apple-pairable._tcp.local, ""QM"" question OPT"
0,0,0,0,78,0,80.742173,10.10.10.10,188.172.214.47,78,"54656  >  5938 [PSH, ACK] Seq=73 Ack=49 Win=510 Len=24"
0,0,0,0,0,60,80.82126,188.172.214.47,10.10.10.10,60,5938  >  54656 [ACK] Seq=49 Ack=97 Win=878 Len=0
0,1,0,0,431,0,81.136967,10.10.10.118,239.255.255.250,431,NOTIFY * HTTP/1.1 
0,1,0,0,440,0,81.137417,10.10.10.118,239.255.255.250,440,NOTIFY * HTTP/1.1 
0,1,0,0,483,0,81.141849,10.10.10.118,239.255.255.250,483,NOTIFY * HTTP/1.1 
0,1,0,0,511,0,81.141849,10.10.10.118,239.255.255.250,511,NOTIFY * HTTP/1.1 
0,1,0,0,497,0,81.141849,10.10.10.118,239.255.255.250,497,NOTIFY * HTTP/1.1 
1,1,0,0,495,0,81.239348,10.10.10.118,239.255.255.250,495,NOTIFY * HTTP/1.1 
0,1,0,0,159,0,81.862228,10.10.10.149,224.0.0.251,159,"Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR MacBook Pro de Cesar._companion-link._tcp.local"
0,1,0,0,179,0,81.862228,fe80::1013:b465:7bcf:a70d,ff02::fb,179,"Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR MacBook Pro de Cesar._companion-link._tcp.local"
0,1,0,0,96,0,81.862228,10.10.10.105,224.0.0.251,96,"Standard query 0x0008 PTR _spotify-social-listening._tcp.local, ""QM"" question"
1,1,0,0,116,0,81.862228,fe80::b877:e4ff:fe5f:565f,ff02::fb,116,"Standard query 0x0008 PTR _spotify-social-listening._tcp.local, ""QM"" question"
1,1,0,0,387,0,82.580608,10.10.10.251,10.10.10.255,387,36075  >  60000 Len=345
0,1,0,0,431,0,83.595782,10.10.10.118,239.255.255.250,431,NOTIFY * HTTP/1.1 
0,1,0,0,440,0,83.596219,10.10.10.118,239.255.255.250,440,NOTIFY * HTTP/1.1 
0,1,0,0,483,0,83.602363,10.10.10.118,239.255.255.250,483,NOTIFY * HTTP/1.1 
0,1,0,0,511,0,83.699924,10.10.10.118,239.255.255.250,511,NOTIFY * HTTP/1.1 
0,1,0,0,497,0,83.710501,10.10.10.118,239.255.255.250,497,NOTIFY * HTTP/1.1 
0,1,0,0,495,0,83.710501,10.10.10.118,239.255.255.250,495,NOTIFY * HTTP/1.1 
0,0,0,0,55,0,83.864168,10.10.10.10,35.236.71.176,55,[TCP Keep-Alive] 54962  >  443 [ACK] Seq=1 Ack=1 Win=507 Len=1
1,0,0,0,0,66,83.920536,35.236.71.176,10.10.10.10,66,[TCP Keep-Alive ACK] 443  >  54962 [ACK] Seq=1 Ack=2 Win=249 Len=0 SLE=1 SRE=2
0,0,0,0,111,0,84.978706,10.10.10.10,52.123.190.70,111,Application Data
0,0,0,0,0,100,85.068754,52.123.190.70,10.10.10.10,100,Application Data
0,0,0,0,54,0,85.118963,10.10.10.10,52.123.190.70,54,54743  >  443 [ACK] Seq=172 Ack=139 Win=512 Len=0
0,0,0,0,60,0,85.43871,40.79.132.142,10.10.10.10,60,"8883  >  55014 [FIN, ACK] Seq=3597 Ack=779 Win=64128 Len=0"
0,0,0,0,0,54,85.438864,10.10.10.10,40.79.132.142,54,55014  >  8883 [ACK] Seq=779 Ack=3598 Win=130304 Len=0
0,0,0,0,0,54,85.439174,10.10.10.10,40.79.132.142,54,"55014  >  8883 [FIN, ACK] Seq=779 Ack=3598 Win=130304 Len=0"
1,0,0,0,60,0,85.611109,40.79.132.142,10.10.10.10,60,8883  >  55014 [ACK] Seq=3598 Ack=780 Win=64128 Len=0
0,1,0,0,0,84,87.095138,10.10.10.10,9.9.9.9,84,Standard query 0xcef5 A EURO02.azure-devices.net
0,1,0,0,187,0,87.109585,9.9.9.9,10.10.10.10,187,Standard query response 0xcef5 A EURO02.azure-devices.net CNAME gateway-prod-gw-francecentral-2-tls10-g2.francecentral.cloudapp.azure.com A 40.79.132.142
0,0,0,0,0,66,87.113745,10.10.10.10,40.79.132.142,66,55015  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
